,text,category,polarity,polarity_id,label,question,answer
249,We will return many times for this oasis in mid-town.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
250,I love the atmorphere @ peep!,ambience,positive,1,1,which category in the text is positive,ambience
251,Enjoy!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
252,We weren't!,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
253,This is one of my favorite restaurants and it is not to be missed.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
254,(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
255,It could have been handled better.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
256,The service was attentive and her suggestions of menu items was right on the mark.,service,positive,1,1,which category in the text is positive,service
257,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,food,positive,1,1,which category in the text is positive,food
258,Please be aware that it's CASH or AMEX only!,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
259,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",food,positive,1,1,which category in the text is positive,food
260,It's a rather cramped and busy restaurant and it closes early.,ambience,negative,0,1,which category in the text is negative,ambience
261,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,0,1,which category in the text is negative,food
262,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,0,1,which category in the text is negative,service
263,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",ambience,positive,1,1,which category in the text is positive,ambience
264,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",food,positive,1,1,which category in the text is positive,food
265,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
266,They were served warm and had a soft fluffy interior.,food,positive,1,1,which category in the text is positive,food
267,What came to our table was burned beyond recognition and stringy.,food,negative,0,1,which category in the text is negative,food
268,I had the Pad Thai and the noodles were sticky.,food,negative,0,1,which category in the text is negative,food
269,"So I've never actually been to M proper, but I've had it delivered a few times.",anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
270,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",price,positive,1,1,which category in the text is positive,price
271,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",food,positive,1,1,which category in the text is positive,food
272,The hostess is rude to the point of being offensive.,service,negative,0,1,which category in the text is negative,service
273,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,1,1,which category in the text is positive,food
274,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",service,negative,0,1,which category in the text is negative,service
275,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",ambience,negative,0,1,which category in the text is negative,ambience
276,The food is great.,food,positive,1,1,which category in the text is positive,food
277,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food,positive,1,1,which category in the text is positive,food
278,"Lunch came with pickels and slaw, no extra charge.",price,positive,1,1,which category in the text is positive,price
279,Decent wine at reasonable prices.,food,positive,1,1,which category in the text is positive,food
280,Decent wine at reasonable prices.,price,positive,1,1,which category in the text is positive,price
281,All conveniently delivered right to the door.,service,positive,1,1,which category in the text is positive,service
282,even the wine by the glass was good.,food,positive,1,1,which category in the text is positive,food
283,Nice Family owned traditional restaurant.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
