,text,term,polarity,polarity_id,label
298,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive,1,1
299,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive,1,1
300,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,1,1
301,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive,1,1
302,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive,1,1
303,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive,1,1
304,Try their plain pizza with fresh garlic or eggplant.,plain pizza,positive,1,1
305,Try their plain pizza with fresh garlic or eggplant.,garlic,positive,1,1
306,Try their plain pizza with fresh garlic or eggplant.,eggplant,positive,1,1
307,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,negative,0,1
308,Good luck getting a table.,getting a table,negative,0,1
309,The service is awful.,service,negative,0,1
310,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,positive,1,1
311,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",menu,positive,1,1
312,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,positive,1,1
313,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,neutral,2,1
314,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,positive,1,1
315,The pizza is good though.,pizza,positive,1,1
316,bottles of wine are cheap and good.,bottles of wine,positive,1,1
317,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,positive,1,1
318,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive,1,1
319,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,positive,1,1
320,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,positive,1,1
321,They didn't give us the dinner special until we asked for it.,dinner special,negative,0,1
322,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive,1,1
323,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,1,1
324,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,1,1
325,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,positive,1,1
326,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,positive,1,1
327,Very good service and very good prices.,service,positive,1,1
328,Very good service and very good prices.,prices,positive,1,1
329,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,2,1
330,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,1,1
331,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,1,1
332,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,2,1
333,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,2,1
334,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive,1,1
335,Our food was great too!,food,positive,1,1
336,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,0,1
337,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral,2,1
338,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive,1,1
339,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive,1,1
340,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,2,1
341,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,2,1
342,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,2,1
343,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,negative,0,1
344,The sake menu should not be overlooked!,sake menu,positive,1,1
345,the drinks are amazing and half off till 8pm.,drinks,positive,1,1
346,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,1,1
347,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,1,1
348,"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive,1,1
349,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,positive,1,1
350,"We were seated promptly as we had reservations, however after that the service was slow.",reservations,positive,1,1
